Lost_12_pounds_in_the_past_six_months,Symptoms,diagnosis,depressive_episode,Disease,,
Depression,Symptoms,diagnosis,depressive_episode,Disease,,
dont_want_to_do_things,Symptoms,diagnosis,depressive_episode,Disease,,
Insomnia,Symptoms,diagnosis,depressive_episode,Disease,,
negative_ideas,Symptoms,diagnosis,depressive_episode,Disease,,
anxiety,Symptoms,diagnosis,depressive_episode,Disease,,
Dizziness,Symptoms,diagnosis,depressive_episode,Disease,,
sweating,Symptoms,diagnosis,depressive_episode,Disease,,
Weakness,Symptoms,diagnosis,depressive_episode,Disease,,
feeling_depressed,Symptoms,diagnosis,depressive_episode,Disease,,
Loss_of_interest,Symptoms,diagnosis,depressive_episode,Disease,,
anhedonia,Symptoms,diagnosis,depressive_episode,Disease,,
Depression,Symptoms,main_diagnosis,depressive_episode,Disease,,
dont_want_to_do_things,Symptoms,main_diagnosis,depressive_episode,Disease,,
Insomnia,Symptoms,main_diagnosis,depressive_episode,Disease,,
negative_ideas,Symptoms,main_diagnosis,depressive_episode,Disease,,
anxiety,Symptoms,main_diagnosis,depressive_episode,Disease,,
Dizziness,Symptoms,main_diagnosis,depressive_episode,Disease,,
sweating,Symptoms,main_diagnosis,depressive_episode,Disease,,
Weakness,Symptoms,main_diagnosis,depressive_episode,Disease,,
Fear,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
fear,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
Worry,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
Depression,Signs,diagnosis,depressive_episode,Disease,,
sleep_disorder,Signs,diagnosis,depressive_episode,Disease,,
Depression,Signs,diagnosis,depressive_episode,Disease,,
Depression,Signs,diagnosis,depressive_episode,Disease,,
Delusion,Signs,diagnosis,depressive_episode,Disease,,
Anxiety,Signs,diagnosis,depressive_episode,Disease,,
Anxiety,Signs,diagnosis,depressive_episode,Disease,,
Anxiety,Signs,diagnosis,depressive_episode,Disease,,
hypochondriacal_delusions,Signs,diagnosis,depressive_episode,Disease,,
somatic_symptoms,Signs,diagnosis,depressive_episode,Disease,,
Anxiety,Signs,diagnosis,depressive_episode,Disease,,
Decreased_willpower,Signs,diagnosis,depressive_episode,Disease,,
dysphagia,Signs,diagnosis,depressive_episode,Disease,,
sleep_disorder,Signs,diagnosis,depressive_episode,Disease,,
sleep_disorder,Signs,diagnosis,depressive_episode,Disease,,
sleep_disorder,Signs,diagnosis,depressive_episode,Disease,,
sleep_disorder,Signs,diagnosis,depressive_episode,Disease,,
sleep_disorder,Signs,diagnosis,depressive_episode,Disease,,
mental_state_disorder,Signs,diagnosis,depressive_episode,Disease,,
dysphagia,Signs,diagnosis,depressive_episode,Disease,,
sleep_disorder,Signs,diagnosis,depressive_episode,Disease,,
Two_defecation_disorders,Signs,diagnosis,depressive_episode,Disease,,
recent_weight_disorder,Signs,diagnosis,depressive_episode,Disease,,
Depression,Signs,diagnosis,depressive_episode,Disease,,
Decreased_willpower,Signs,diagnosis,depressive_episode,Disease,,
sleep_disorder,Signs,diagnosis,depressive_episode,Disease,,
Depression,Signs,diagnosis,depressive_episode,Disease,,
Anxiety,Signs,diagnosis,depressive_episode,Disease,,
somatic_symptoms,Signs,diagnosis,depressive_episode,Disease,,
somatic_symptoms,Signs,diagnosis,depressive_episode,Disease,,
somatic_symptoms,Signs,diagnosis,depressive_episode,Disease,,
Depression,Signs,diagnosis,depressive_episode,Disease,,
anhedonia,Signs,diagnosis,depressive_episode,Disease,,
anhedonia,Signs,diagnosis,depressive_episode,Disease,,
Depression,Signs,main_diagnosis,depressive_episode,Disease,,
Decreased_willpower,Signs,main_diagnosis,depressive_episode,Disease,,
sleep_disorder,Signs,main_diagnosis,depressive_episode,Disease,,
Depression,Signs,main_diagnosis,depressive_episode,Disease,,
Anxiety,Signs,main_diagnosis,depressive_episode,Disease,,
somatic_symptoms,Signs,main_diagnosis,depressive_episode,Disease,,
somatic_symptoms,Signs,main_diagnosis,depressive_episode,Disease,,
somatic_symptoms,Signs,main_diagnosis,depressive_episode,Disease,,
fear,Signs,Differential_diagnosis,Anxiety_disorders,Disease,,
fear,Signs,Differential_diagnosis,Anxiety_disorders,Disease,,
Anxiety,Signs,Differential_diagnosis,Anxiety_disorders,Disease,,
Y+0101363136,Patient,Illness,Depressive_episode_with_psychotic_symptoms,Disease,,
Persecutory_delusions,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Hear_sounds_out_of_thin_air,Symptoms,Corresponds_to,Phantom,Signs,,
Clear_consciousness,Symptoms,Corresponds_to,disorder_of_consciousness,Signs,,
Accurate_orientation,Symptoms,Corresponds_to,Disorientation,Signs,,
contact_cooperation,Symptoms,Corresponds_to,Barriers_to_access,Signs,,
less_than_hallucination,Symptoms,Corresponds_to,hallucination,Signs,,
less_than_delusional,Symptoms,Corresponds_to,Delusion,Signs,,
Mood_has_improved,Symptoms,Corresponds_to,Depression,Signs,,
Thinking_is_more_flexible_than_before,Symptoms,Corresponds_to,slow_thinking,Signs,,
Attention_is_more_concentrated_than_before,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Willing_behavior_restored,Symptoms,Corresponds_to,Decreased_willpower,Signs,,
Insight_exists,Symptoms,Corresponds_to,Insufficient_insight,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
Negative_and_pessimistic,Symptoms,Corresponds_to,Depression,Signs,,
self-blame,Symptoms,Corresponds_to,Delusions_of_guilt,Signs,,
Loss_of_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
nervous,Symptoms,Corresponds_to,Anxiety,Signs,,
Worry,Symptoms,Corresponds_to,Anxiety,Signs,,
Brain_reaction_is_slow,Symptoms,Corresponds_to,slow_thinking,Signs,,
memory_loss,Symptoms,Corresponds_to,Memory_loss,Signs,,
Poor_computing_power,Symptoms,Corresponds_to,Poor_thinking,Signs,,
Poor_understanding,Symptoms,Corresponds_to,Poor_thinking,Signs,,
Talking_confusingly,Symptoms,Corresponds_to,perverse_thinking,Signs,,
Poor_logic,Symptoms,Corresponds_to,perverse_thinking,Signs,,
Auditory_hallucinations,Symptoms,Corresponds_to,Phantom,Signs,,
relationship_delusions,Symptoms,Corresponds_to,Relationship_delusions,Signs,,
Delusions_of_persecution,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
Negative_and_pessimistic,Symptoms,Corresponds_to,Depression,Signs,,
self-blame,Symptoms,Corresponds_to,Delusions_of_guilt,Signs,,
Loss_of_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
nervous,Symptoms,Corresponds_to,Anxiety,Signs,,
Worry,Symptoms,Corresponds_to,Anxiety,Signs,,
Brain_reaction_is_slow,Symptoms,Corresponds_to,slow_thinking,Signs,,
memory_loss,Symptoms,Corresponds_to,Memory_loss,Signs,,
Poor_computing_power,Symptoms,Corresponds_to,Poor_thinking,Signs,,
Poor_understanding,Symptoms,Corresponds_to,Poor_thinking,Signs,,
Talking_confusingly,Symptoms,Corresponds_to,perverse_thinking,Signs,,
Poor_logic,Symptoms,Corresponds_to,perverse_thinking,Signs,,
Auditory_hallucinations,Symptoms,Corresponds_to,Phantom,Signs,,
relationship_delusions,Symptoms,Corresponds_to,Relationship_delusions,Signs,,
Delusions_of_persecution,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
Auditory_hallucinations,Symptoms,Corresponds_to,Phantom,Signs,,
relationship_delusions,Symptoms,Corresponds_to,Relationship_delusions,Signs,,
Delusions_of_persecution,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
nervous,Symptoms,Corresponds_to,Anxiety,Signs,,
Worry,Symptoms,Corresponds_to,Anxiety,Signs,,
Fear,Symptoms,Corresponds_to,fear,Signs,,
Persecutory_delusions,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Hear_sounds_out_of_thin_air,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Clear_consciousness,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Accurate_orientation,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
contact_cooperation,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
less_than_hallucination,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
less_than_delusional,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Mood_has_improved,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Thinking_is_more_flexible_than_before,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Attention_is_more_concentrated_than_before,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Willing_behavior_restored,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Insight_exists,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Depression,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Negative_and_pessimistic,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
self-blame,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Loss_of_interest,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
nervous,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Worry,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Brain_reaction_is_slow,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
memory_loss,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Poor_computing_power,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Poor_understanding,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Talking_confusingly,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Poor_logic,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Auditory_hallucinations,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
relationship_delusions,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Delusions_of_persecution,Symptoms,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Depression,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Negative_and_pessimistic,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
self-blame,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Loss_of_interest,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
nervous,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Worry,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Brain_reaction_is_slow,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
memory_loss,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Poor_computing_power,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Poor_understanding,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Talking_confusingly,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Poor_logic,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Auditory_hallucinations,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
relationship_delusions,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Delusions_of_persecution,Symptoms,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Auditory_hallucinations,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
relationship_delusions,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Delusions_of_persecution,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
nervous,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Worry,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Fear,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Auditory_hallucinations,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
relationship_delusions,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
Delusions_of_persecution,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
nervous,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
Worry,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
Fear,Symptoms,Differential_diagnosis,Anxiety_disorders,Disease,,
Delusions_of_persecution,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Auditory_hallucinations,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
disorder_of_consciousness,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Disorientation,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
access_barriers,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
hallucination,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Delusion,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Depression,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
slow_thinking,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Attention_is_distracted,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Decreased_willpower,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Insufficient_insight,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Depression,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Depression,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Delusions_of_guilt,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
anhedonia,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Anxiety,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Anxiety,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
slow_thinking,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
memory_loss,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Poor_thinking,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Poor_thinking,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
perverse_thinking,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
perverse_thinking,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Auditory_hallucinations,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
relationship_delusions,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Delusions_of_persecution,Signs,diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Depression,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Depression,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Delusions_of_guilt,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
anhedonia,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Anxiety,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Anxiety,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
slow_thinking,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
memory_loss,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Poor_thinking,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Poor_thinking,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
perverse_thinking,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
perverse_thinking,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Auditory_hallucinations,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
relationship_delusions,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Delusions_of_persecution,Signs,main_diagnosis,Depressive_episode_with_psychotic_symptoms,Disease,,
Auditory_hallucinations,Signs,Differential_diagnosis,Schizophrenia,Disease,,
relationship_delusions,Signs,Differential_diagnosis,Schizophrenia,Disease,,
Delusions_of_persecution,Signs,Differential_diagnosis,Schizophrenia,Disease,,
Anxiety,Signs,Differential_diagnosis,Schizophrenia,Disease,,
Anxiety,Signs,Differential_diagnosis,Schizophrenia,Disease,,
fear,Signs,Differential_diagnosis,Schizophrenia,Disease,,
Auditory_hallucinations,Signs,Differential_diagnosis,Anxiety_disorders,Disease,,
relationship_delusions,Signs,Differential_diagnosis,Anxiety_disorders,Disease,,
Delusions_of_persecution,Signs,Differential_diagnosis,Anxiety_disorders,Disease,,
Anxiety,Signs,Differential_diagnosis,Anxiety_disorders,Disease,,
Anxiety,Signs,Differential_diagnosis,Anxiety_disorders,Disease,,
fear,Signs,Differential_diagnosis,Anxiety_disorders,Disease,,
Y+0101365139,Patient,Illness,Depression_with_psychotic_symptoms,Disease,,
Y+0101365139,Patient,Illness,Schizophrenia,Disease,,
fired,social_psychology,cause,Depression_with_psychotic_symptoms,Disease,,
tension_between_husband_and_wife,social_psychology,cause,Depression_with_psychotic_symptoms,Disease,,
fired,social_psychology,cause,Schizophrenia,Disease,,
tension_between_husband_and_wife,social_psychology,cause,Schizophrenia,Disease,,
Getting_into_bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
Talking_to_oneself,Symptoms,Corresponds_to,Monologue,Signs,,
Getting_into_bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
Agitation,Symptoms,Corresponds_to,Anxiety,Signs,,
Cant_be_happy,Symptoms,Corresponds_to,Depression,Signs,,
want_to_cry,Symptoms,Corresponds_to,Depression,Signs,,
General_malaise,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Dizziness,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Weakness,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Chest_tightness,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Flustered,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
self-blame,Symptoms,Corresponds_to,Delusions_of_guilt,Signs,,
I_feel_like_life_is_boring,Symptoms,Corresponds_to,anhedonia,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Sleep_lightly,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Easy_to_wake_up,Symptoms,Corresponds_to,sleep_disorder,Signs,,
I_feel_like_my_neighbors_look_at_me_strangely,Symptoms,Corresponds_to,Inductive_delusions,Signs,,
I_feel_like_my_neighbors_are_talking_about_me,Symptoms,Corresponds_to,Inductive_delusions,Signs,,
I_feel_like_my_neighbors_are_saying_bad_things_about_me,Symptoms,Corresponds_to,Inductive_delusions,Signs,,
